BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,STOCK_SELL_VALUE,CURRENCY,DATE,Quantity_KT_Inventory
2024-03-31,CHINA-WAREHOUSE,MAT-0333,3554A,184200,CNY,2024-03-31,0.01
2024-03-31,CHINA-WAREHOUSE,MAT-0333,6275A,184200,CNY,2024-03-31,0.01
2024-03-31,CHINA-WAREHOUSE,MAT-0333,9888A,366558,CNY,2024-03-31,0.0
2024-03-31,CHINA-WAREHOUSE,MAT-0333,3553A,1563858,CNY,2024-03-31,0.0
2024-03-31,CHINA-WAREHOUSE,MAT-0333,4271A,460500,CNY,2024-03-31,0.025
2024-03-31,CHINA-WAREHOUSE,MAT-0333,4423A,1057769,CNY,2024-03-31,0.057425
2024-03-31,CHINA-WAREHOUSE,MAT-0333,5991A,1057308,CNY,2024-03-31,0.0574
2024-03-31,CHINA-WAREHOUSE,MAT-0333,1563A,919619,CNY,2024-03-31,0.049925
2024-03-31,CHINA-WAREHOUSE,MAT-0333,3421A,44669,CNY,2024-03-31,0.002425
2024-03-31,CHINA-WAREHOUSE,MAT-0333,1995A,1907852,CNY,2024-03-31,0.103575
2024-03-31,CHINA-WAREHOUSE,MAT-0333,5220A,1608987,CNY,2024-03-31,0.0
2024-03-31,CHINA-WAREHOUSE,MAT-0333,1239A,1517348,CNY,2024-03-31,0.0
2024-03-31,CHINA-WAREHOUSE,MAT-0333,8807A,1171512,CNY,2024-03-31,0.0
2024-03-31,CHINA-WAREHOUSE,MAT-0333,2444A,322350,CNY,2024-03-31,0.0
2024-03-31,CHINA-WAREHOUSE,MAT-0333,5978A,414450,CNY,2024-03-31,0.0
2024-03-31,CHINA-WAREHOUSE,MAT-0333,2617A,1793648,CNY,2024-03-31,0.0
2024-03-31,CHINA-WAREHOUSE,MAT-0333,4554A,597269,CNY,2024-03-31,0.0
2024-03-31,CHINA-WAREHOUSE,MAT-0333,3112A,1748058,CNY,2024-03-31,0.0
2024-03-31,CHINA-WAREHOUSE,MAT-0216,1748A,0,CNY,2024-03-31,0.000644
2024-03-31,CHINA-WAREHOUSE,MAT-0216,1240A,0,CNY,2024-03-31,0.017876
2024-03-31,CHINA-WAREHOUSE,MAT-0217,L5639A,607068,CNY,2024-03-31,0.1533
2024-03-31,CHINA-WAREHOUSE,MAT-0373,M1668A,24455,CNY,2024-03-31,0.002625
2024-03-31,CHINA-WAREHOUSE,MAT-0357,9353,1925,CNY,2024-03-31,0.009625
2024-03-31,CHINA-WAREHOUSE,MAT-0357,1913,12470,CNY,2024-03-31,0.06235
2024-03-31,CHINA-WAREHOUSE,MAT-0340,N6384A,311000,CNY,2024-03-31,0.040975
2024-03-31,CHINA-WAREHOUSE,MAT-0340,N2444A,720101,CNY,2024-03-31,0.094875
2024-03-31,CHINA-WAREHOUSE,MAT-0340,N4495A,589743,CNY,2024-03-31,0.0777
2024-03-31,CHINA-WAREHOUSE,MAT-0340,N1967A,469252,CNY,2024-03-31,0.061825
2024-03-31,CHINA-WAREHOUSE,MAT-0340,N2374A,656915,CNY,2024-03-31,0.08655
2024-03-31,CHINA-WAREHOUSE,MAT-0008,V7045A,0,CNY,2024-03-31,0.00125
2024-03-31,CHINA-WAREHOUSE,MAT-0358,V1874A,14766,CNY,2024-03-31,0.00115
2024-03-31,CHINA-WAREHOUSE,MAT-0350,V3408A,11939,CNY,2024-03-31,0.00105
2024-03-31,CHINA-WAREHOUSE,MAT-0161,S3674A,0,CNY,2024-03-31,0.099
2024-03-31,CHINA-WAREHOUSE,MAT-0042,S6411A,412800,CNY,2024-03-31,0.096
2024-03-31,CHINA-WAREHOUSE,MAT-0256,S4536A,0,CNY,2024-03-31,0.09885
2024-03-31,CHINA-WAREHOUSE,MAT-0353,S7150A,637260,CNY,2024-03-31,0.1482
2024-03-31,CHINA-WAREHOUSE,MAT-0353,S6854A,683700,CNY,2024-03-31,0.159
2024-03-31,CHINA-WAREHOUSE,MAT-0353,S4723A,425485,CNY,2024-03-31,0.09895
2024-03-31,CHINA-WAREHOUSE,MAT-0353,S2029A,1276670,CNY,2024-03-31,0.2969
2024-03-31,CHINA-WAREHOUSE,MAT-0295,8863A,72419,CNY,2024-03-31,0.03465
2024-03-31,CHINA-WAREHOUSE,MAT-0295,5212A,5748,CNY,2024-03-31,0.00275
2024-03-31,CHINA-WAREHOUSE,MAT-0295,2437A,91856,CNY,2024-03-31,0.04395
2024-03-31,CHINA-WAREHOUSE,MAT-0295,5649A,57475,CNY,2024-03-31,0.0275
2024-03-31,CHINA-WAREHOUSE,MAT-0250,M3084B,49335,CNY,2024-03-31,0.00825
2024-03-31,CHINA-WAREHOUSE,MAT-0250,M6250A,9718,CNY,2024-03-31,0.001625
2024-03-31,CHINA-WAREHOUSE,MAT-0104,M8883A,18615,CNY,2024-03-31,0.009125
2024-03-31,CHINA-WAREHOUSE,MAT-0104,M8003A,25245,CNY,2024-03-31,0.012375
2024-03-31,CHINA-WAREHOUSE,MAT-0115,7850A8804,60236,CNY,2024-03-31,0.02035
2024-03-31,CHINA-WAREHOUSE,MAT-0179,7929A,69002,CNY,2024-03-31,0.021975
2024-03-31,CHINA-WAREHOUSE,MAT-0179,5522A,550,CNY,2024-03-31,0.000175
2024-03-31,CHINA-WAREHOUSE,MAT-0174,M6552B,95190,CNY,2024-03-31,0.020875
2024-03-31,CHINA-WAREHOUSE,MAT-0009,6971A,14287,CNY,2024-03-31,0.00455
2024-03-31,CHINA-WAREHOUSE,MAT-0009,1105A,34697,CNY,2024-03-31,0.01105
2024-03-31,CHINA-WAREHOUSE,MAT-0218,9305A1906,86363,CNY,2024-03-31,0.01175
2024-03-31,CHINA-WAREHOUSE,MAT-0362,8678A,0,CNY,2024-03-31,0.00065
2024-03-31,CHINA-WAREHOUSE,MAT-0362,5113A,0,CNY,2024-03-31,0.0013
2024-03-31,CHINA-WAREHOUSE,MAT-0362,2219A,0,CNY,2024-03-31,0.00065
2024-03-31,CHINA-WAREHOUSE,MAT-0362,8705A,0,CNY,2024-03-31,0.00065
2024-03-31,CHINA-WAREHOUSE,MAT-0362,5447A,0,CNY,2024-03-31,0.0
2024-03-31,CHINA-WAREHOUSE,MAT-0362,7304A,0,CNY,2024-03-31,0.0
2024-03-31,CHINA-WAREHOUSE,MAT-0105,M2392B,81510,CNY,2024-03-31,0.017875
2024-03-31,CHINA-WAREHOUSE,MAT-0105,M3411C,81510,CNY,2024-03-31,0.017875
2024-03-31,CHINA-WAREHOUSE,MAT-0105,M7735C,31236,CNY,2024-03-31,0.00685
2024-03-31,CHINA-WAREHOUSE,MAT-0105,M2519A,31350,CNY,2024-03-31,0.006875
2024-03-31,CHINA-WAREHOUSE,MAT-0237,5265B,26979,CNY,2024-03-31,0.013225
2024-03-31,CHINA-WAREHOUSE,MAT-0237,4421A,30855,CNY,2024-03-31,0.015125
2024-03-31,CHINA-WAREHOUSE,MAT-0237,8630A,176715,CNY,2024-03-31,0.086625
2024-03-31,CHINA-WAREHOUSE,MAT-0237,8053A,134640,CNY,2024-03-31,0.066
2024-03-31,CHINA-WAREHOUSE,MAT-0237,8381A,176715,CNY,2024-03-31,0.086625
2024-03-31,CHINA-WAREHOUSE,MAT-0237,3371A,157080,CNY,2024-03-31,0.077
2024-03-31,CHINA-WAREHOUSE,MAT-0237,1370A,44880,CNY,2024-03-31,0.022
2024-03-31,CHINA-WAREHOUSE,MAT-0237,5008A,171105,CNY,2024-03-31,0.083875
2024-03-31,CHINA-WAREHOUSE,MAT-0237,3320A,162639,CNY,2024-03-31,0.079725
2024-03-31,CHINA-WAREHOUSE,MAT-0237,9952A,140250,CNY,2024-03-31,0.06875
2024-03-31,CHINA-WAREHOUSE,MAT-0116,7728A,12954,CNY,2024-03-31,0.00635
2024-03-31,CHINA-WAREHOUSE,MAT-0085,2305A,27285,CNY,2024-03-31,0.013375
2024-03-31,CHINA-WAREHOUSE,MAT-0334,1328A5118,103351,CNY,2024-03-31,0.04945
2024-03-31,CHINA-WAREHOUSE,MAT-0354,M5297C,16872,CNY,2024-03-31,0.0037
2024-03-31,CHINA-WAREHOUSE,MAT-0354,M7041A,12540,CNY,2024-03-31,0.00275
2024-03-31,CHINA-WAREHOUSE,MAT-0354,M3925A,100320,CNY,2024-03-31,0.022
2024-03-31,CHINA-WAREHOUSE,MAT-0280,SCRAP,3652,CNY,2024-03-31,0.00054
2024-03-31,CHINA-WAREHOUSE,MAT-0138,M8857A,52907,CNY,2024-03-31,0.023725
2024-03-31,CHINA-WAREHOUSE,MAT-0164,M7684B,187853,CNY,2024-03-31,0.02475
2024-03-31,CHINA-WAREHOUSE,MAT-0164,M3059B,93926,CNY,2024-03-31,0.012375
2024-03-31,CHINA-WAREHOUSE,MAT-0106,M8268B,93926,CNY,2024-03-31,0.012375
2024-03-31,CHINA-WAREHOUSE,MAT-0162,M5623B,0,CNY,2024-03-31,0.012375
2024-03-31,CHINA-WAREHOUSE,MAT-0162,M9521A,0,CNY,2024-03-31,0.012375
2024-03-31,CHINA-WAREHOUSE,MAT-0207,M5799B,42075,CNY,2024-03-31,0.020625
2024-03-31,CHINA-WAREHOUSE,MAT-0207,M2980A,42075,CNY,2024-03-31,0.020625
2024-03-31,CHINA-WAREHOUSE,MAT-0035,1832B9568C6124,55440,CNY,2024-03-31,0.0
2024-03-31,CHINA-WAREHOUSE,MAT-0035,2127F6984A7870,98802,CNY,2024-03-31,0.02495
2024-03-31,CHINA-WAREHOUSE,MAT-0035,3223F1340A2838,364023,CNY,2024-03-31,0.091925
2024-03-31,CHINA-WAREHOUSE,MAT-0035,2111F7789A6073,1089,CNY,2024-03-31,0.000275
2024-03-31,CHINA-WAREHOUSE,MAT-0035,6299F5192A1839,125136,CNY,2024-03-31,0.0316
2024-03-31,CHINA-WAREHOUSE,MAT-0035,3860F8878A4815,375606,CNY,2024-03-31,0.09485
2024-03-31,CHINA-WAREHOUSE,MAT-0035,4354F7661A9833,277398,CNY,2024-03-31,0.07005
2024-03-31,CHINA-WAREHOUSE,MAT-0035,5228F1995A5122,324027,CNY,2024-03-31,0.081825
2024-03-31,CHINA-WAREHOUSE,MAT-0035,3687F9398A6057,266805,CNY,2024-03-31,0.067375
2024-03-31,CHINA-WAREHOUSE,MAT-0035,9829F1238A5249,326601,CNY,2024-03-31,0.082475
2024-03-31,CHINA-WAREHOUSE,MAT-0035,1514F1926A1408,249975,CNY,2024-03-31,0.063125
2024-03-31,CHINA-WAREHOUSE,MAT-0035,3369K6277A7051,370062,CNY,2024-03-31,0.09345
2024-03-31,CHINA-WAREHOUSE,MAT-0035,8036K6514A2968,347886,CNY,2024-03-31,0.08785
2024-03-31,CHINA-WAREHOUSE,MAT-0035,7958K1475A9245,353925,CNY,2024-03-31,0.089375
2024-03-31,CHINA-WAREHOUSE,MAT-0035,7299K3565A2786,380655,CNY,2024-03-31,0.096125
2024-03-31,CHINA-WAREHOUSE,MAT-0035,5047K2132A3772,266706,CNY,2024-03-31,0.06735
2024-03-31,CHINA-WAREHOUSE,MAT-0281,A9975A,77198,CNY,2024-03-31,0.00605
2024-03-31,CHINA-WAREHOUSE,MAT-0281,A2496A,645018,CNY,2024-03-31,0.05055
2024-03-31,CHINA-WAREHOUSE,MAT-0281,A2059A,287100,CNY,2024-03-31,0.0225
2024-03-31,CHINA-WAREHOUSE,MAT-0281,A3847A,286781,CNY,2024-03-31,0.022475
2024-03-31,CHINA-WAREHOUSE,MAT-0281,A9180A,287100,CNY,2024-03-31,0.0225
2024-03-31,CHINA-WAREHOUSE,MAT-0281,A3589A,287100,CNY,2024-03-31,0.0225
2024-03-31,CHINA-WAREHOUSE,MAT-0281,A5438A,350900,CNY,2024-03-31,0.0275
2024-03-31,CHINA-WAREHOUSE,MAT-0281,A9426A,287100,CNY,2024-03-31,0.0225
2024-03-31,CHINA-WAREHOUSE,MAT-0281,A8721A,286781,CNY,2024-03-31,0.022475
2024-03-31,CHINA-WAREHOUSE,MAT-0281,A2741A,286781,CNY,2024-03-31,0.022475
2024-03-31,CHINA-WAREHOUSE,MAT-0281,A4085A,287100,CNY,2024-03-31,0.0225
2024-03-31,CHINA-WAREHOUSE,MAT-0117,A1342A,201584,CNY,2024-03-31,0.0213
2024-03-31,CHINA-WAREHOUSE,MAT-0282,SCRAP,667,CNY,2024-03-31,4.7e-05
2024-03-31,CHINA-WAREHOUSE,MAT-0067,5707B8798A,55193,CNY,2024-03-31,0.02475
2024-03-31,CHINA-WAREHOUSE,MAT-0066,2165J6864A2898,389376,CNY,2024-03-31,0.0576
2024-03-31,CHINA-WAREHOUSE,MAT-0066,4286K8769A6747,111540,CNY,2024-03-31,0.0165
2024-03-31,CHINA-WAREHOUSE,MAT-0017,4998A,7251,CNY,2024-03-31,0.00085
2024-03-31,CHINA-WAREHOUSE,MAT-0017,2016A,437163,CNY,2024-03-31,0.05125
2024-03-31,CHINA-WAREHOUSE,MAT-0175,M6244B,62578,CNY,2024-03-31,0.02335
2024-03-31,CHINA-WAREHOUSE,MAT-0392,M4196B,58960,CNY,2024-03-31,0.022
2024-04-30,CHINA-WAREHOUSE,MAT-0045,SCRAP,344,CNY,2024-04-30,0.000267
2024-04-30,CHINA-WAREHOUSE,MAT-0128,SCRAP,416,CNY,2024-04-30,0.000114
2024-04-30,CHINA-WAREHOUSE,MAT-0311,SCRAP,77379,CNY,2024-04-30,0.012811
2024-04-30,CHINA-WAREHOUSE,MAT-0374,5742C3876,5144,CNY,2024-04-30,0.0008
2024-04-30,CHINA-WAREHOUSE,MAT-0374,8770C3557,203349,CNY,2024-04-30,0.031625
2024-04-30,CHINA-WAREHOUSE,MAT-0374,6892C9258,114936,CNY,2024-04-30,0.017875
2024-04-30,CHINA-WAREHOUSE,MAT-0391,7974,77558,CNY,2024-04-30,0.0247
2024-04-30,CHINA-WAREHOUSE,MAT-0046,3129,385639,CNY,2024-04-30,0.059975
2024-04-30,CHINA-WAREHOUSE,MAT-0046,4463,4983,CNY,2024-04-30,0.000775
2024-04-30,CHINA-WAREHOUSE,MAT-0046,1412,6591,CNY,2024-04-30,0.001025
2024-04-30,CHINA-WAREHOUSE,MAT-0046,5610,379852,CNY,2024-04-30,0.059075
2024-04-30,CHINA-WAREHOUSE,MAT-0046,3126,226497,CNY,2024-04-30,0.035225
2024-04-30,CHINA-WAREHOUSE,MAT-0046,7679,539156,CNY,2024-04-30,0.08385
2024-04-30,CHINA-WAREHOUSE,MAT-0046,3347,344809,CNY,2024-04-30,0.053625
2024-04-30,CHINA-WAREHOUSE,MAT-0046,2920,477428,CNY,2024-04-30,0.07425
2024-04-30,CHINA-WAREHOUSE,MAT-0046,9044,16557,CNY,2024-04-30,0.002575
2024-04-30,CHINA-WAREHOUSE,MAT-0046,6216,70569,CNY,2024-04-30,0.010975
2024-04-30,CHINA-WAREHOUSE,MAT-0046,2754,300603,CNY,2024-04-30,0.04675
2024-04-30,CHINA-WAREHOUSE,MAT-0046,8648,88413,CNY,2024-04-30,0.01375
2024-04-30,CHINA-WAREHOUSE,MAT-0046,9511,159143,CNY,2024-04-30,0.02475
2024-04-30,CHINA-WAREHOUSE,MAT-0046,4211,269578,CNY,2024-04-30,0.041925
2024-04-30,CHINA-WAREHOUSE,MAT-0046,2248,486269,CNY,2024-04-30,0.075625
2024-04-30,CHINA-WAREHOUSE,MAT-0046,7253,415539,CNY,2024-04-30,0.064625
2024-04-30,CHINA-WAREHOUSE,MAT-0046,1986,412806,CNY,2024-04-30,0.0642
2024-04-30,CHINA-WAREHOUSE,MAT-0046,1481,88413,CNY,2024-04-30,0.01375
2024-04-30,CHINA-WAREHOUSE,MAT-0046,1660,159143,CNY,2024-04-30,0.02475
2024-04-30,CHINA-WAREHOUSE,MAT-0046,8800,388854,CNY,2024-04-30,0.060475
2024-04-30,CHINA-WAREHOUSE,MAT-0046,5240,318285,CNY,2024-04-30,0.0495
2024-04-30,CHINA-WAREHOUSE,MAT-0430,6940,77715,CNY,2024-04-30,0.02475
2024-04-30,CHINA-WAREHOUSE,MAT-0272,SCRAP,151,CNY,2024-04-30,2.4e-05
2024-04-30,CHINA-WAREHOUSE,MAT-0194,SCRAP,2227,CNY,2024-04-30,0.000709
2024-04-30,CHINA-WAREHOUSE,MAT-0257,4157A,9693,CNY,2024-04-30,0.004775
2024-04-30,CHINA-WAREHOUSE,MAT-0257,SCRAP,11675,CNY,2024-04-30,0.005751
2024-04-30,CHINA-WAREHOUSE,MAT-0195,8366,47493,CNY,2024-04-30,0.015125
2024-04-30,CHINA-WAREHOUSE,MAT-0195,7680,1256,CNY,2024-04-30,0.0004
2024-04-30,CHINA-WAREHOUSE,MAT-0195,8508,150956,CNY,2024-04-30,0.048075
2024-04-30,CHINA-WAREHOUSE,MAT-0195,6058,81562,CNY,2024-04-30,0.025975
2024-04-30,CHINA-WAREHOUSE,MAT-0195,8887,418562,CNY,2024-04-30,0.1333
2024-04-30,CHINA-WAREHOUSE,MAT-0195,6938,138160,CNY,2024-04-30,0.044
2024-04-30,CHINA-WAREHOUSE,MAT-0195,5314,155038,CNY,2024-04-30,0.049375
2024-04-30,CHINA-WAREHOUSE,MAT-0195,8293,149464,CNY,2024-04-30,0.0476
2024-04-30,CHINA-WAREHOUSE,MAT-0195,2156,47493,CNY,2024-04-30,0.015125
2024-04-30,CHINA-WAREHOUSE,MAT-0195,8759,280245,CNY,2024-04-30,0.08925
2024-04-30,CHINA-WAREHOUSE,MAT-0195,6259,155038,CNY,2024-04-30,0.049375
2024-04-30,CHINA-WAREHOUSE,MAT-0195,2659,77715,CNY,2024-04-30,0.02475
2024-04-30,CHINA-WAREHOUSE,MAT-0195,4912,51810,CNY,2024-04-30,0.0165
2024-04-30,CHINA-WAREHOUSE,MAT-0195,6733,119242,CNY,2024-04-30,0.037975
2024-04-30,CHINA-WAREHOUSE,MAT-0195,8750,30223,CNY,2024-04-30,0.009625
2024-04-30,CHINA-WAREHOUSE,MAT-0082,5148A,6611,CNY,2024-04-30,0.000775
2024-04-30,CHINA-WAREHOUSE,MAT-0082,7853A,277225,CNY,2024-04-30,0.0325
2024-04-30,CHINA-WAREHOUSE,MAT-0082,9359A,180623,CNY,2024-04-30,0.021175
2024-04-30,CHINA-WAREHOUSE,MAT-0082,8974A,31988,CNY,2024-04-30,0.00375
2024-04-30,CHINA-WAREHOUSE,MAT-0082,6532A,10663,CNY,2024-04-30,0.00125
2024-04-30,CHINA-WAREHOUSE,MAT-0082,8111A,95963,CNY,2024-04-30,0.01125
2024-04-30,CHINA-WAREHOUSE,MAT-0082,4464A,362525,CNY,2024-04-30,0.0425
2024-04-30,CHINA-WAREHOUSE,MAT-0082,9325A,10663,CNY,2024-04-30,0.00125
2024-04-30,CHINA-WAREHOUSE,MAT-0082,6366A,373188,CNY,2024-04-30,0.04375
2024-04-30,CHINA-WAREHOUSE,MAT-0082,6424A,159938,CNY,2024-04-30,0.01875
2024-04-30,CHINA-WAREHOUSE,MAT-0082,5598A,85300,CNY,2024-04-30,0.01
2024-04-30,CHINA-WAREHOUSE,MAT-0082,7731A,661075,CNY,2024-04-30,0.0775
2024-04-30,CHINA-WAREHOUSE,MAT-0082,4249A,10663,CNY,2024-04-30,0.00125
2024-04-30,CHINA-WAREHOUSE,MAT-0196,2138A,10236,CNY,2024-04-30,0.0012
2024-04-30,CHINA-WAREHOUSE,MAT-0196,3237A,31988,CNY,2024-04-30,0.00375
2024-04-30,CHINA-WAREHOUSE,MAT-0196,6902A,10663,CNY,2024-04-30,0.00125
2024-04-30,CHINA-WAREHOUSE,MAT-0196,9480A,10663,CNY,2024-04-30,0.00125
2024-04-30,CHINA-WAREHOUSE,MAT-0196,1185A,10663,CNY,2024-04-30,0.00125
2024-04-30,CHINA-WAREHOUSE,MAT-0196,1741A,777723,CNY,2024-04-30,0.091175
2024-04-30,CHINA-WAREHOUSE,MAT-0196,2117A,895224,CNY,2024-04-30,0.10495
2024-04-30,CHINA-WAREHOUSE,MAT-0196,9452A,31988,CNY,2024-04-30,0.00375
2024-04-30,CHINA-WAREHOUSE,MAT-0196,4311A,884348,CNY,2024-04-30,0.103675
2024-04-30,CHINA-WAREHOUSE,MAT-0196,7024A,724410,CNY,2024-04-30,0.084925
2024-04-30,CHINA-WAREHOUSE,MAT-0047,3423A,31988,CNY,2024-04-30,0.00375
2024-04-30,CHINA-WAREHOUSE,MAT-0047,8958A,8317,CNY,2024-04-30,0.000975
2024-04-30,CHINA-WAREHOUSE,MAT-0047,2945A,9810,CNY,2024-04-30,0.00115
2024-04-30,CHINA-WAREHOUSE,MAT-0047,3532A,10663,CNY,2024-04-30,0.00125
2024-04-30,CHINA-WAREHOUSE,MAT-0047,6746A,511800,CNY,2024-04-30,0.06
2024-04-30,CHINA-WAREHOUSE,MAT-0047,1825A,725050,CNY,2024-04-30,0.085
2024-04-30,CHINA-WAREHOUSE,MAT-0047,4531A,863663,CNY,2024-04-30,0.10125
2024-04-30,CHINA-WAREHOUSE,MAT-0047,7900A,853000,CNY,2024-04-30,0.1
2024-04-30,CHINA-WAREHOUSE,MAT-0047,9845A,767700,CNY,2024-04-30,0.09
2024-04-30,CHINA-WAREHOUSE,MAT-0047,2751A,159938,CNY,2024-04-30,0.01875
2024-04-30,CHINA-WAREHOUSE,MAT-0047,3175A,42650,CNY,2024-04-30,0.005
2024-04-30,CHINA-WAREHOUSE,MAT-0094,2542A,0,CNY,2024-04-30,0.0018
2024-04-30,CHINA-WAREHOUSE,MAT-0258,9307A3844,56403,CNY,2024-04-30,0.009625
2024-04-30,CHINA-WAREHOUSE,MAT-0258,M7075B,10695,CNY,2024-04-30,0.001825
2024-04-30,CHINA-WAREHOUSE,MAT-0258,SCRAP,87407,CNY,2024-04-30,0.014916
2024-04-30,CHINA-WAREHOUSE,MAT-0259,9061A,1884,CNY,2024-04-30,0.0006
2024-04-30,CHINA-WAREHOUSE,MAT-0259,9940A,1570,CNY,2024-04-30,0.0005
2024-04-30,CHINA-WAREHOUSE,MAT-0259,9160A,94200,CNY,2024-04-30,0.03
2024-04-30,CHINA-WAREHOUSE,MAT-0259,5891A,141143,CNY,2024-04-30,0.04495
2024-04-30,CHINA-WAREHOUSE,MAT-0259,8105A,141143,CNY,2024-04-30,0.04495
2024-04-30,CHINA-WAREHOUSE,MAT-0098,9004A,2899,CNY,2024-04-30,0.0013
2024-04-30,CHINA-WAREHOUSE,MAT-0098,8715A,168198,CNY,2024-04-30,0.075425
2024-04-30,CHINA-WAREHOUSE,MAT-0099,M6854B,3118,CNY,2024-04-30,0.000725
2024-04-30,CHINA-WAREHOUSE,MAT-0099,M3678A,5913,CNY,2024-04-30,0.001375
2024-04-30,CHINA-WAREHOUSE,MAT-0099,M5829B,253808,CNY,2024-04-30,0.059025
2024-04-30,CHINA-WAREHOUSE,MAT-0099,M1528C,47300,CNY,2024-04-30,0.011
2024-04-30,CHINA-WAREHOUSE,MAT-0099,M2486A,65038,CNY,2024-04-30,0.015125
2024-04-30,CHINA-WAREHOUSE,MAT-0099,M3791B,41388,CNY,2024-04-30,0.009625
2024-04-30,CHINA-WAREHOUSE,MAT-0099,M5597B,248218,CNY,2024-04-30,0.057725
2024-04-30,CHINA-WAREHOUSE,MAT-0099,M9152A,106318,CNY,2024-04-30,0.024725
2024-04-30,CHINA-WAREHOUSE,MAT-0099,M9486B,70950,CNY,2024-04-30,0.0165
2024-04-30,CHINA-WAREHOUSE,MAT-0099,M2579A,124163,CNY,2024-04-30,0.028875
2024-04-30,CHINA-WAREHOUSE,MAT-0099,M4688B,112338,CNY,2024-04-30,0.026125
2024-04-30,CHINA-WAREHOUSE,MAT-0099,M6726C,354643,CNY,2024-04-30,0.082475
2024-04-30,CHINA-WAREHOUSE,MAT-0099,M7918A,100513,CNY,2024-04-30,0.023375
2024-04-30,CHINA-WAREHOUSE,MAT-0099,M9252C,65038,CNY,2024-04-30,0.015125
2024-04-30,CHINA-WAREHOUSE,MAT-0099,M1995C,331100,CNY,2024-04-30,0.077
2024-04-30,CHINA-WAREHOUSE,MAT-0099,M3007A,390225,CNY,2024-04-30,0.09075
2024-04-30,CHINA-WAREHOUSE,MAT-0099,M8070B,378293,CNY,2024-04-30,0.087975
2024-04-30,CHINA-WAREHOUSE,MAT-0099,M3971C,106425,CNY,2024-04-30,0.02475
2024-04-30,CHINA-WAREHOUSE,MAT-0099,M5585B,141900,CNY,2024-04-30,0.033
2024-04-30,CHINA-WAREHOUSE,MAT-0099,M4932C,289390,CNY,2024-04-30,0.0673
2024-04-30,CHINA-WAREHOUSE,MAT-0099,M4750A,372488,CNY,2024-04-30,0.086625
2024-04-30,CHINA-WAREHOUSE,MAT-0099,M3604B,360555,CNY,2024-04-30,0.08385
2024-04-30,CHINA-WAREHOUSE,MAT-0099,M7776C,112338,CNY,2024-04-30,0.026125
2024-04-30,CHINA-WAREHOUSE,MAT-0375,P9558A,198,CNY,2024-04-30,0.0
2024-04-30,CHINA-WAREHOUSE,MAT-0375,P5154A,396,CNY,2024-04-30,0.0
2024-04-30,CHINA-WAREHOUSE,MAT-0375,P9373A,396,CNY,2024-04-30,0.0
2024-04-30,CHINA-WAREHOUSE,MAT-0375,P2030A,396,CNY,2024-04-30,0.0
2024-04-30,CHINA-WAREHOUSE,MAT-0375,P8784A,396,CNY,2024-04-30,0.0
2024-04-30,CHINA-WAREHOUSE,MAT-0375,P1371A,396,CNY,2024-04-30,0.0
2024-04-30,CHINA-WAREHOUSE,MAT-0375,P9091A,201762,CNY,2024-04-30,0.05085
2024-04-30,CHINA-WAREHOUSE,MAT-0375,P2167A,201960,CNY,2024-04-30,0.0509
2024-04-30,CHINA-WAREHOUSE,MAT-0376,P6168A,0,CNY,2024-04-30,0.0
2024-04-30,CHINA-WAREHOUSE,MAT-0376,P1801A,0,CNY,2024-04-30,0.0
2024-04-30,CHINA-WAREHOUSE,MAT-0376,P4972A,0,CNY,2024-04-30,0.0
2024-04-30,CHINA-WAREHOUSE,MAT-0376,P6572A,0,CNY,2024-04-30,0.0
2024-04-30,CHINA-WAREHOUSE,MAT-0376,P9562A,0,CNY,2024-04-30,0.0
2024-04-30,CHINA-WAREHOUSE,MAT-0376,P6603A,0,CNY,2024-04-30,0.0
2024-04-30,CHINA-WAREHOUSE,MAT-0376,P8018A,0,CNY,2024-04-30,0.00065
2024-04-30,CHINA-WAREHOUSE,MAT-0376,P6453A,0,CNY,2024-04-30,0.0015
2024-04-30,CHINA-WAREHOUSE,MAT-0312,P8244A,396,CNY,2024-04-30,0.0
2024-04-30,CHINA-WAREHOUSE,MAT-0312,P1540A,396,CNY,2024-04-30,0.0
2024-04-30,CHINA-WAREHOUSE,MAT-0312,P3115A,3564,CNY,2024-04-30,0.0008
2024-04-30,CHINA-WAREHOUSE,MAT-0312,P9167A,124542,CNY,2024-04-30,0.03135
2024-04-30,CHINA-WAREHOUSE,MAT-0233,P5822A,891,CNY,2024-04-30,0.000225
2024-04-30,CHINA-WAREHOUSE,MAT-0233,P6715A,396,CNY,2024-04-30,0.0
2024-04-30,CHINA-WAREHOUSE,MAT-0233,P2071A,396,CNY,2024-04-30,0.0
2024-04-30,CHINA-WAREHOUSE,MAT-0233,P4793A,396,CNY,2024-04-30,0.0
2024-04-30,CHINA-WAREHOUSE,MAT-0233,P4158A,396,CNY,2024-04-30,0.0
2024-04-30,CHINA-WAREHOUSE,MAT-0233,P8287A,396,CNY,2024-04-30,0.0
2024-04-30,CHINA-WAREHOUSE,MAT-0233,P7183A,396,CNY,2024-04-30,0.0
2024-04-30,CHINA-WAREHOUSE,MAT-0233,P5430A,396,CNY,2024-04-30,0.0
2024-04-30,CHINA-WAREHOUSE,MAT-0233,P7722A,11880,CNY,2024-04-30,0.003
